date,jdate,high,low,open,close,volume
4/12/2022,1401-01-23,1474000,1445960,1474000,1445970,9289109331
4/13/2022,1401-01-24,1454120,1443170,1443170,1454127,8473206930
4/16/2022,1401-01-27,1467660,1457810,1457810,1467669,7494763045
4/17/2022,1401-01-28,1475050,1465590,1468090,1475054,8645131543
4/18/2022,1401-01-29,1503470,1478780,1478780,1501713,10668521985
4/19/2022,1401-01-30,1513060,1499890,1500930,1513067,8464317027
4/20/2022,1401-01-31,1515730,1511160,1515120,1512287,8789038421
4/24/2022,1401-02-04,1513370,1504710,1513370,1504718,7048267553
4/25/2022,1401-02-05,1507310,1502270,1504680,1507311,7873067221
4/26/2022,1401-02-06,1522920,1508830,1508830,1522781,10785886694
4/27/2022,1401-02-07,1526480,1521390,1524440,1521392,10177680160
4/30/2022,1401-02-10,1523860,1521470,1521760,1522484,7980899328
5/1/2022,1401-02-11,1525770,1522390,1522900,1523422,8536165651
5/2/2022,1401-02-12,1529780,1523100,1523890,1529709,7386800132
5/7/2022,1401-02-17,1543790,1535860,1535860,1543797,9487608829
5/8/2022,1401-02-18,1552990,1547240,1547240,1552998,10278017846
5/9/2022,1401-02-19,1553820,1540130,1553820,1540137,9677311994
5/10/2022,1401-02-20,1539530,1535000,1539260,1539531,7252299560
5/11/2022,1401-02-21,1564440,1543510,1543510,1564449,8818936682
5/14/2022,1401-02-24,1578440,1569470,1569470,1578411,11231749286
5/15/2022,1401-02-25,1579990,1569950,1579760,1572980,10885932814
5/16/2022,1401-02-26,1583800,1575270,1575270,1583800,10148885600
5/17/2022,1401-02-27,1607220,1588770,1588770,1606024,10239274235
5/18/2022,1401-02-28,1605300,1594970,1605300,1594978,8283025474
5/21/2022,1401-02-31,1591530,1579690,1591530,1579691,8136842521
5/22/2022,1401-03-01,1582320,1579740,1579740,1582144,6746482935
5/23/2022,1401-03-02,1582500,1557200,1582500,1557211,10543927322
5/24/2022,1401-03-03,1556930,1555660,1556930,1555689,6541335303
5/25/2022,1401-03-04,1564480,1557800,1557800,1564488,6900376730
5/28/2022,1401-03-07,1568120,1553370,1566820,1553402,7698783533
5/29/2022,1401-03-08,1552010,1532910,1552010,1534057,7474722370
5/30/2022,1401-03-09,1538230,1535400,1535400,1537380,5769524542
5/31/2022,1401-03-10,1542990,1537420,1537420,1542711,4998904433
6/1/2022,1401-03-11,1543680,1540170,1542830,1541980,5070499301
6/6/2022,1401-03-16,1541460,1514300,1541460,1514310,6989831853
6/7/2022,1401-03-17,1516000,1512920,1513320,1515388,4619073333
6/8/2022,1401-03-18,1520300,1515760,1515760,1520299,3876978524
6/11/2022,1401-03-21,1520690,1518020,1520690,1518290,4466025685
6/12/2022,1401-03-22,1532380,1517330,1518170,1532387,5277717960
6/13/2022,1401-03-23,1571440,1536850,1536850,1571447,6775533639
6/14/2022,1401-03-24,1574720,1572860,1572860,1574065,6416270653
6/15/2022,1401-03-25,1573720,1564040,1573720,1564334,4076206328
6/18/2022,1401-03-28,1563570,1547700,1563220,1547738,5318032512
6/19/2022,1401-03-29,1548540,1545960,1546610,1545963,5438961872
6/20/2022,1401-03-30,1550110,1546860,1546860,1547247,5062568220
6/21/2022,1401-03-31,1547320,1539620,1547320,1539632,3896452801
6/22/2022,1401-04-01,1539600,1533390,1539570,1533395,4648684516
6/25/2022,1401-04-04,1532580,1520330,1532570,1520335,5985742743
6/26/2022,1401-04-05,1520440,1501340,1520440,1501340,5287693332
6/27/2022,1401-04-06,1504080,1500900,1501130,1504065,4802010386
6/28/2022,1401-04-07,1514800,1505160,1505160,1514434,4392836645
6/29/2022,1401-04-08,1513720,1512410,1513560,1513716,4550450312
7/2/2022,1401-04-11,1512500,1501630,1512500,1501632,4825953209
7/3/2022,1401-04-12,1502980,1500210,1501610,1502986,3772114672
7/4/2022,1401-04-13,1507450,1503640,1503640,1507157,3925103558
7/5/2022,1401-04-14,1511070,1507200,1507310,1511076,4475750321
7/6/2022,1401-04-15,1510270,1502590,1510270,1502604,4201528023
7/9/2022,1401-04-18,1504130,1498500,1504130,1498513,3907349262
7/11/2022,1401-04-20,1499050,1487590,1499050,1487598,4809381296
7/12/2022,1401-04-21,1486950,1480250,1486950,1483535,4238822856
7/13/2022,1401-04-22,1490550,1487450,1487450,1490052,3713030356
7/16/2022,1401-04-25,1490150,1480040,1490150,1480051,4176484117
7/17/2022,1401-04-26,1480280,1468430,1480280,1469832,3451380723
7/19/2022,1401-04-28,1470710,1468650,1469790,1468893,2413418868
7/20/2022,1401-04-29,1471890,1468970,1468970,1471898,2030870621
7/23/2022,1401-05-01,1477390,1473490,1474080,1473499,3549576731
7/24/2022,1401-05-02,1473950,1463760,1473950,1463764,3653476952
7/25/2022,1401-05-03,1462860,1439260,1462860,1439417,3973888902
7/26/2022,1401-05-04,1441460,1438180,1439500,1438448,3456940908
7/27/2022,1401-05-05,1444240,1438740,1438740,1443713,2840138232
7/30/2022,1401-05-08,1449040,1440870,1444410,1440870,3190866612
7/31/2022,1401-05-09,1440510,1423100,1440510,1423497,4329691304
8/1/2022,1401-05-10,1427650,1424030,1424030,1427606,2652564405
8/2/2022,1401-05-11,1430020,1427770,1427770,1430021,2848514896
8/3/2022,1401-05-12,1437360,1430510,1430510,1437361,3680889624
8/6/2022,1401-05-15,1448920,1438860,1438860,1448923,4157196019
8/9/2022,1401-05-18,1452980,1448400,1449260,1451942,4906223988
8/10/2022,1401-05-19,1452900,1448460,1452320,1448464,3550910390
8/13/2022,1401-05-22,1467100,1451150,1451150,1467101,5239433036
8/14/2022,1401-05-23,1470230,1463650,1470230,1463654,6176494488
8/15/2022,1401-05-24,1464020,1461490,1463770,1463698,6474478937
8/16/2022,1401-05-25,1467230,1459500,1467070,1459501,7636021437
8/17/2022,1401-05-26,1460750,1451390,1460750,1451399,7264924670
8/20/2022,1401-05-29,1449960,1438810,1449960,1438819,5343986018
8/21/2022,1401-05-30,1439380,1429890,1438890,1429907,4313991576
8/22/2022,1401-05-31,1431420,1424480,1430170,1424497,5077543005
8/23/2022,1401-06-01,1431470,1424950,1424950,1431474,4845940936
8/24/2022,1401-06-02,1442400,1431670,1431670,1442373,5447693536
8/27/2022,1401-06-05,1451110,1443410,1443410,1450045,5398056604
8/28/2022,1401-06-06,1449530,1444080,1449530,1444087,5253074301
8/29/2022,1401-06-07,1446490,1444320,1444320,1445139,3917656157
8/30/2022,1401-06-08,1445770,1441210,1445610,1441217,3800683045
8/31/2022,1401-06-09,1441350,1439370,1441350,1439376,3441115707
9/3/2022,1401-06-12,1438770,1426930,1438770,1426941,4127301895
9/4/2022,1401-06-13,1427540,1426900,1427110,1426908,2885700678
9/5/2022,1401-06-14,1428860,1426770,1427560,1426780,3195781111
9/6/2022,1401-06-15,1426970,1420830,1426970,1420834,3121696533
9/7/2022,1401-06-16,1421130,1412850,1421100,1412859,3271956262
9/10/2022,1401-06-19,1412410,1397430,1412410,1397434,3692365098
9/11/2022,1401-06-20,1397410,1390730,1397410,1390732,3309090789
9/12/2022,1401-06-21,1392530,1388920,1390940,1388970,3332190140
9/13/2022,1401-06-22,1393400,1389220,1389220,1393127,3724978547
9/14/2022,1401-06-23,1394120,1389070,1393690,1389080,3142825594
9/18/2022,1401-06-27,1389010,1377910,1389010,1377918,3137217995
9/19/2022,1401-06-28,1377880,1373820,1377880,1373821,2932375350
9/20/2022,1401-06-29,1373940,1367060,1373940,1367060,2870983028
9/21/2022,1401-06-30,1366380,1355220,1366380,1355241,3064290056
9/24/2022,1401-07-02,1354480,1328180,1354480,1328187,4240935895
9/26/2022,1401-07-04,1334440,1327940,1327940,1334448,3109279792
9/28/2022,1401-07-06,1346770,1335020,1335020,1346564,3430874071
10/1/2022,1401-07-09,1346240,1330870,1346240,1330879,4388547209
10/2/2022,1401-07-10,1330480,1322020,1330480,1322026,3466361632
10/3/2022,1401-07-11,1322590,1318710,1322200,1318714,2898387484
10/4/2022,1401-07-12,1318820,1313800,1318820,1313853,2480022229
10/8/2022,1401-07-16,1318280,1314650,1314650,1316721,2963611984
10/9/2022,1401-07-17,1315900,1305070,1315900,1305083,3760512199
10/10/2022,1401-07-18,1305760,1302730,1305360,1303920,3030432152
10/11/2022,1401-07-19,1313580,1304500,1304500,1313578,3196965229
10/12/2022,1401-07-20,1319780,1313960,1313960,1319790,2842450241
10/15/2022,1401-07-23,1319980,1317890,1319830,1317894,2743719853
10/16/2022,1401-07-24,1317870,1311280,1317870,1311282,3207076004
10/17/2022,1401-07-25,1311260,1310590,1311240,1311099,2815070501
10/18/2022,1401-07-26,1313870,1311480,1311480,1312563,2488357450
10/19/2022,1401-07-27,1312490,1310160,1312480,1310166,2030745102
10/22/2022,1401-07-30,1311950,1308940,1311140,1308960,2397700525
10/23/2022,1401-08-01,1309410,1296790,1309410,1296798,3069738522
10/24/2022,1401-08-02,1295740,1277730,1295740,1277737,3472720212
10/25/2022,1401-08-03,1277690,1267050,1277440,1267061,3278342203
10/26/2022,1401-08-04,1266700,1241030,1266700,1241044,4712224520
10/29/2022,1401-08-07,1247070,1243480,1243480,1244627,4401161572
10/30/2022,1401-08-08,1254460,1245160,1245160,1254465,3568132950
10/31/2022,1401-08-09,1269830,1255020,1255020,1269833,3845518105
11/1/2022,1401-08-10,1280460,1270990,1270990,1280456,3809854928
11/2/2022,1401-08-11,1283540,1279310,1280550,1283541,3508984882
11/5/2022,1401-08-14,1328320,1285820,1285820,1328324,6342982065
11/6/2022,1401-08-15,1344670,1332340,1332340,1344676,5752446089
11/7/2022,1401-08-16,1389750,1347170,1347170,1389753,7914594060
11/8/2022,1401-08-17,1413250,1400470,1400470,1407734,11288502166
11/9/2022,1401-08-18,1414340,1402660,1406710,1414348,8349630989
11/12/2022,1401-08-21,1426920,1417180,1417180,1426096,6303846352
11/13/2022,1401-08-22,1425510,1419120,1425510,1419140,5889104181
11/14/2022,1401-08-23,1419020,1408100,1419020,1408174,5068396946
11/15/2022,1401-08-24,1411070,1408500,1408500,1410460,4049050227
11/16/2022,1401-08-25,1413590,1409680,1410530,1413574,4106520700
11/19/2022,1401-08-28,1411960,1393060,1411960,1393064,5308220696
11/20/2022,1401-08-29,1404640,1396160,1396160,1404627,5729570568
11/21/2022,1401-08-30,1409280,1406340,1406340,1408598,6907390911
11/22/2022,1401-09-01,1408220,1406690,1408220,1407654,5825842203
11/23/2022,1401-09-02,1411240,1408300,1408300,1410188,5155785427
11/26/2022,1401-09-05,1412180,1408200,1411030,1408209,5213994431
11/27/2022,1401-09-06,1408070,1405730,1408070,1406190,5023683573
11/28/2022,1401-09-07,1408340,1406900,1406900,1408348,4910959865
11/29/2022,1401-09-08,1414200,1408340,1408340,1414205,4917791296
11/30/2022,1401-09-09,1418470,1415100,1415100,1417372,3888551923
12/3/2022,1401-09-12,1419190,1417120,1417560,1417720,0
12/4/2022,1401-09-13,1419720,1417830,1418280,1417840,5357446033
12/5/2022,1401-09-14,1418560,1413600,1418200,1413605,4511480985
12/6/2022,1401-09-15,1413620,1409400,1413620,1409404,4960379527
12/7/2022,1401-09-16,1410860,1402820,1410860,1402830,7208061842
12/10/2022,1401-09-19,1402200,1383730,1402200,1383738,6152820063
12/11/2022,1401-09-20,1389360,1383740,1383740,1389362,5763284724
12/12/2022,1401-09-21,1409370,1389860,1389860,1409355,7419930511
12/13/2022,1401-09-22,1454480,1412120,1412120,1454482,8943466037
12/14/2022,1401-09-23,1474250,1462130,1462130,1472760,6401465487
12/17/2022,1401-09-26,1472250,1468910,1472250,1469933,5832408297
12/18/2022,1401-09-27,1500240,1472740,1472740,1500242,8079761479
12/19/2022,1401-09-28,1505280,1499680,1501030,1500909,9426158789
12/20/2022,1401-09-29,1501040,1492090,1501040,1492095,6776675269
12/21/2022,1401-09-30,1496370,1492600,1492600,1496201,6185140338
12/24/2022,1401-10-03,1538000,1500750,1500750,1538003,10103385881
12/25/2022,1401-10-04,1563560,1547140,1547140,1563567,10776995540
12/26/2022,1401-10-05,1576410,1563160,1566820,1576397,9446689906
12/28/2022,1401-10-07,1647310,1588820,1588820,1647314,15175183890
12/31/2022,1401-10-10,1619840,1590490,1619840,1590496,13499382402
1/1/2023,1401-10-11,1591830,1564080,1588760,1564366,10681553690
1/2/2023,1401-10-12,1593350,1569250,1569250,1593285,9614056360
1/3/2023,1401-10-13,1602700,1591350,1597310,1591354,14545269147
1/4/2023,1401-10-14,1589030,1578840,1589030,1579115,9460687460
1/7/2023,1401-10-17,1598060,1584390,1584390,1598061,13160395820
1/8/2023,1401-10-18,1635900,1609560,1609560,1635229,15530820650
1/9/2023,1401-10-19,1646900,1636120,1638720,1646906,16634422183
1/10/2023,1401-10-20,1674900,1659170,1659170,1668187,14353961655
1/11/2023,1401-10-21,1664920,1652080,1664920,1652087,13601418544
1/14/2023,1401-10-24,1643720,1631470,1643480,1643714,9365583644
1/15/2023,1401-10-25,1643710,1643710,0,1643714,0
1/16/2023,1401-10-26,1680680,1649660,1649660,1680675,12333059025
1/17/2023,1401-10-27,1693050,1686780,1686780,1687048,13657308030
1/18/2023,1401-10-28,1689140,1682980,1686240,1689144,12179698825
1/21/2023,1401-11-01,1688810,1657570,1688810,1657574,13453780518
1/22/2023,1401-11-02,1662840,1649050,1658290,1652924,10577410838
1/23/2023,1401-11-03,1667860,1653940,1658200,1653949,12575322806
1/24/2023,1401-11-04,1654390,1646050,1654390,1646054,7529763243
1/25/2023,1401-11-05,1646560,1611950,1646560,1611956,11492930174
1/28/2023,1401-11-08,1612660,1600080,1612310,1600082,9403364082
1/29/2023,1401-11-09,1597520,1542180,1597520,1542191,11035874312
1/30/2023,1401-11-10,1544400,1531440,1541850,1539680,8976236231
1/31/2023,1401-11-11,1557720,1541700,1541700,1556552,7917291432
2/1/2023,1401-11-12,1557540,1555680,1557530,1557244,6038652490
2/5/2023,1401-11-16,1556970,1540180,1556970,1540189,7500863445
2/6/2023,1401-11-17,1538830,1535100,1538830,1537859,6348458364
2/7/2023,1401-11-18,1556510,1539690,1539690,1556516,5826571862
2/8/2023,1401-11-19,1561350,1558080,1558280,1558082,5026161405
2/12/2023,1401-11-23,1557860,1545970,1557860,1545978,3851024133
2/13/2023,1401-11-24,1551840,1546530,1546530,1548278,4328248989
2/14/2023,1401-11-25,1548150,1537960,1548130,1537962,4062888178
2/15/2023,1401-11-26,1537670,1524790,1537670,1524795,3892525812
2/19/2023,1401-11-30,1533400,1525400,1525400,1533367,5063012844
2/20/2023,1401-12-01,1594260,1548500,1548500,1594263,8483886731
2/21/2023,1401-12-02,1661680,1624950,1624950,1659416,14426473735
2/22/2023,1401-12-03,1663170,1653510,1660060,1656593,10544745520
2/25/2023,1401-12-06,1738780,1695190,1695190,1738782,13556526072
2/26/2023,1401-12-07,1813520,1792300,1792300,1804300,22620469834
2/27/2023,1401-12-08,1818040,1792560,1798090,1809074,17713066324
2/28/2023,1401-12-09,1838160,1809880,1813990,1838119,12258402296
3/1/2023,1401-12-10,1835050,1821760,1835050,1821771,13415674157
3/4/2023,1401-12-13,1812090,1788200,1812090,1788210,9247863228
3/5/2023,1401-12-14,1799130,1790680,1790680,1795955,8490664709
3/6/2023,1401-12-15,1793070,1781020,1793070,1785670,8312693716
3/7/2023,1401-12-16,1817610,1787420,1787420,1817612,11529655452
3/11/2023,1401-12-20,1828290,1816730,1824100,1816740,11632442293
3/12/2023,1401-12-21,1810460,1783160,1810460,1783197,7661040863
3/13/2023,1401-12-22,1789170,1781620,1783610,1781632,7154751749
3/14/2023,1401-12-23,1784010,1781890,1781890,1782988,7024872831
3/15/2023,1401-12-24,1820990,1784520,1784520,1820988,10083167057
3/18/2023,1401-12-27,1906540,1830680,1830680,1905745,13169726957
3/19/2023,1401-12-28,1960460,1922240,1922240,1960457,12695663389
3/25/2023,1402-01-05,1998320,1969260,1969260,1998283,10907074155
3/26/2023,1402-01-06,2033930,2002460,2002460,2018760,13068425233
3/27/2023,1402-01-07,2029190,2010280,2016940,2029198,11111581108
3/28/2023,1402-01-08,2046900,2035460,2035460,2044408,12991497357
3/29/2023,1402-01-09,2078710,2048370,2048370,2078712,14082242366
4/3/2023,1402-01-14,2089950,2055770,2064400,2089951,15154252530
4/4/2023,1402-01-15,2134410,2100180,2100180,2119106,16001184050
4/5/2023,1402-01-16,2137460,2110770,2114070,2137465,14482016677
4/8/2023,1402-01-19,2204000,2141310,2141310,2202386,19124811173
4/9/2023,1402-01-20,2214490,2203790,2203790,2212643,18009276301
4/10/2023,1402-01-21,2229580,2190300,2220090,2190307,20559689013
4/11/2023,1402-01-22,2184470,2172960,2184470,2179922,14205955021
4/15/2023,1402-01-26,2253940,2198740,2198740,2253946,16860140773
4/16/2023,1402-01-27,2276350,2262510,2265900,2275067,19908121821
4/17/2023,1402-01-28,2289640,2269280,2274130,2289287,17965651571
4/18/2023,1402-01-29,2331480,2295830,2295830,2325437,21124438100
4/19/2023,1402-01-30,2329680,2319350,2326510,2324133,16622580129
4/24/2023,1402-02-04,2326490,2315030,2325510,2326494,13635418572
4/25/2023,1402-02-05,2378220,2335770,2335770,2368829,16914689462
4/26/2023,1402-02-06,2367950,2352200,2365810,2365287,17971185558
4/29/2023,1402-02-09,2438550,2394010,2394010,2438553,23130913276
4/30/2023,1402-02-10,2479440,2462040,2462040,2479340,19629864000
5/1/2023,1402-02-11,2488830,2471200,2488470,2480640,20087031919
5/2/2023,1402-02-12,2518330,2486940,2486940,2518332,19384690781
5/3/2023,1402-02-13,2526340,2514670,2525370,2514673,24039153619
5/6/2023,1402-02-16,2535230,2527540,2527540,2535236,24321643548
5/7/2023,1402-02-17,2548220,2440160,2548220,2440168,21689300180
5/8/2023,1402-02-18,2383450,2314400,2383450,2314408,11678938696
5/9/2023,1402-02-19,2305840,2260940,2266890,2305838,23649508737
5/10/2023,1402-02-20,2334350,2277710,2318530,2277713,17689865334
5/13/2023,1402-02-23,2268270,2211920,2268270,2214024,16539467699
5/14/2023,1402-02-24,2285900,2229440,2229440,2285904,16408472144
5/15/2023,1402-02-25,2301840,2290620,2298770,2301380,13595652757
5/17/2023,1402-02-27,2321340,2302090,2302090,2321336,11376649605
5/20/2023,1402-02-30,2328860,2297980,2327920,2297986,12428831702
5/21/2023,1402-02-31,2302760,2290740,2296520,2302706,9716889386
5/22/2023,1402-03-01,2319880,2308720,2308720,2318506,12546559013
5/23/2023,1402-03-02,2337110,2321980,2321980,2330799,11152932188
5/24/2023,1402-03-03,2352200,2345960,2348570,2345968,11003591747
5/27/2023,1402-03-06,2342460,2311220,2342460,2311222,10025347471
5/28/2023,1402-03-07,2308400,2255260,2308400,2257013,11516872891
5/29/2023,1402-03-08,2275470,2260400,2260400,2275395,8576041712
5/30/2023,1402-03-09,2289920,2278450,2278450,2288427,8574187566
5/31/2023,1402-03-10,2288550,2268880,2288550,2271042,7783879726
6/3/2023,1402-03-13,2279680,2270560,2271220,2279683,5997307952
6/6/2023,1402-03-16,2289540,2281860,2281860,2289549,7949702134
6/7/2023,1402-03-17,2291930,2288430,2290660,2288439,7839293362
6/10/2023,1402-03-20,2276750,2215050,2276750,2215058,7855900699
6/11/2023,1402-03-21,2213920,2208200,2212970,2208212,7235015237
6/12/2023,1402-03-22,2209040,2145400,2209040,2145416,9753911802
6/13/2023,1402-03-23,2155190,2145500,2145500,2155198,6685836893
6/14/2023,1402-03-24,2183800,2158890,2158890,2182107,7075034668
6/17/2023,1402-03-27,2189700,2182800,2185130,2182804,6727303147
6/18/2023,1402-03-28,2181820,2162710,2181820,2162917,7459075366
6/19/2023,1402-03-29,2168390,2162310,2162310,2164226,7705141387
6/20/2023,1402-03-30,2166940,2161110,2164170,2166947,4905142581
6/21/2023,1402-03-31,2177070,2168560,2168560,2173893,5194159667
6/24/2023,1402-04-03,2174000,2162570,2174000,2162616,6449474247
6/25/2023,1402-04-04,2190390,2169530,2169530,2189602,7456232165
6/26/2023,1402-04-05,2196700,2188210,2188380,2196128,6514672163
6/27/2023,1402-04-06,2195500,2168190,2195500,2168200,6320056850
6/28/2023,1402-04-07,2162460,2152380,2162460,2153411,5541888446
7/1/2023,1402-04-10,2153670,2143910,2152930,2143915,5033870646
7/2/2023,1402-04-11,2157730,2144380,2144380,2157377,5788832953
7/3/2023,1402-04-12,2183420,2158990,2158990,2183406,6609188812
7/4/2023,1402-04-13,2203910,2185360,2185360,2202092,6962081467
7/5/2023,1402-04-14,2205690,2202220,2202300,2202657,6117597542
7/8/2023,1402-04-17,2204320,2195130,2203470,2195133,5066894352
7/9/2023,1402-04-18,2194010,2176350,2194010,2176359,5893451415
7/10/2023,1402-04-19,2175480,2158520,2175480,2158534,5809692178
7/11/2023,1402-04-20,2158180,2128370,2158180,2128378,8521250936
7/12/2023,1402-04-21,2126100,2071400,2126100,2071404,8130618292
7/15/2023,1402-04-24,2081630,2070880,2072490,2070890,4685610938
7/16/2023,1402-04-25,2070230,2021260,2070230,2021298,5876636114
7/17/2023,1402-04-26,2018370,1955600,2018370,1956634,7784195614
7/18/2023,1402-04-27,1999760,1959190,1959190,1999759,7485396276
7/19/2023,1402-04-28,2027390,2002690,2002690,2016386,5911763876
7/22/2023,1402-04-31,2012770,1983100,2012770,1983134,4603744008
7/23/2023,1402-05-01,1983190,1976940,1981470,1976945,3638934500
7/24/2023,1402-05-02,1998450,1979910,1979910,1998459,4020002843
7/25/2023,1402-05-03,2010900,2000510,2000510,2001897,4877153274
7/26/2023,1402-05-04,2001680,1997250,2001680,2000525,4227588892
7/29/2023,1402-05-07,2002840,1996750,2000460,1996756,4087515263
7/30/2023,1402-05-08,1995620,1967660,1995620,1967668,6759262471
7/31/2023,1402-05-09,1973910,1968600,1968600,1973910,4699158214
8/1/2023,1402-05-10,1993670,1974590,1974590,1993659,4302476203
8/5/2023,1402-05-14,2033040,1996920,1996920,2033048,6028840078
8/6/2023,1402-05-15,2040040,2032920,2034180,2040012,4890816163
8/7/2023,1402-05-16,2052420,2042310,2042310,2051073,6936466699
8/8/2023,1402-05-17,2050420,2037860,2050420,2037869,4763081242
8/9/2023,1402-05-18,2042440,2036330,2039860,2036986,3960351687
8/12/2023,1402-05-21,2034620,1989630,2034620,1989640,5295548284
8/13/2023,1402-05-22,1988110,1983570,1988110,1987918,4784195666
8/14/2023,1402-05-23,1999680,1989640,1989640,1997030,3885093878
8/15/2023,1402-05-24,1996570,1978160,1996570,1978183,4669021344
8/16/2023,1402-05-25,1978940,1973590,1978750,1973597,3285775109
8/19/2023,1402-05-28,1973790,1957510,1973790,1957515,4034785932
8/20/2023,1402-05-29,1957480,1953450,1957480,1954030,3929515252
8/21/2023,1402-05-30,1958680,1954410,1954410,1956441,3407248806
8/22/2023,1402-05-31,1956200,1938220,1956200,1938248,4021779851
8/23/2023,1402-06-01,1946630,1937950,1937970,1946594,3634396441
8/26/2023,1402-06-04,1993110,1950320,1950320,1993097,5519619759
8/27/2023,1402-06-05,2051480,1996610,1996610,2051472,9554596314
8/28/2023,1402-06-06,2084840,2055150,2055150,2084168,8014092729
8/29/2023,1402-06-07,2101020,2088670,2088670,2095049,6695774108
8/30/2023,1402-06-08,2105030,2097120,2097120,2104684,7936454383
9/2/2023,1402-06-11,2110130,2103530,2106280,2105644,6351686855
9/3/2023,1402-06-12,2112110,2104760,2105510,2111649,4961866416
9/4/2023,1402-06-13,2136150,2111980,2111980,2136144,6622806537
9/5/2023,1402-06-14,2155370,2140040,2140040,2150975,6783298076
9/9/2023,1402-06-18,2150500,2129600,2150500,2129609,5675142297
9/10/2023,1402-06-19,2127810,2123030,2127810,2123629,4213931073
9/11/2023,1402-06-20,2124250,2122590,2123910,2122617,4042153489
9/12/2023,1402-06-21,2129360,2122890,2122890,2127080,4186998520
9/13/2023,1402-06-22,2130510,2126690,2127990,2126742,4134697520
9/17/2023,1402-06-26,2135990,2127350,2127350,2135784,5173246212
9/18/2023,1402-06-27,2136690,2133470,2136100,2133485,4928596342
9/19/2023,1402-06-28,2133480,2128450,2133480,2128489,4022835079
9/20/2023,1402-06-29,2128330,2121130,2128330,2121213,3840478269
9/23/2023,1402-07-01,2122080,2118340,2121730,2118347,3618702969
9/25/2023,1402-07-03,2118330,2101010,2118310,2101037,5401232504
9/26/2023,1402-07-04,2101150,2097710,2101090,2097727,3757203222
9/27/2023,1402-07-05,2099450,2097740,2098000,2097977,4326710424
9/30/2023,1402-07-08,2098960,2084530,2098790,2084535,4906028068
10/1/2023,1402-07-09,2084260,2067150,2084260,2067164,5703782258
10/2/2023,1402-07-10,2067830,2066690,2067580,2067538,4221168574
10/4/2023,1402-07-12,2070900,2068050,2068050,2069749,3616074433
10/7/2023,1402-07-15,2069700,2052860,2069700,2052864,4330004666
10/8/2023,1402-07-16,2049920,2001250,2049920,2001267,7057402028
10/9/2023,1402-07-17,2010190,2000420,2000420,2005595,4669082409
10/10/2023,1402-07-18,2014060,2006230,2006230,2014067,3389907995
10/11/2023,1402-07-19,2020460,2014870,2014870,2019713,3318383709
10/14/2023,1402-07-22,2019410,2001420,2019410,2001463,4471763189
10/15/2023,1402-07-23,2002900,2001250,2001310,2001943,3695325391
10/16/2023,1402-07-24,2018190,2002450,2002450,2018166,4054702910
10/17/2023,1402-07-25,2031240,2022150,2022150,2031245,4103661201
10/18/2023,1402-07-26,2029680,2023520,2029680,2023544,5009923324
10/21/2023,1402-07-29,2026450,2023540,2023540,2024973,3221150311
10/22/2023,1402-07-30,2033260,2026710,2026710,2032212,3581350417
10/23/2023,1402-08-01,2030880,2021890,2030880,2021904,4100281974
10/24/2023,1402-08-02,2021880,2000170,2021880,2000347,4242217315
10/25/2023,1402-08-03,2002110,1999700,1999930,2002075,3914838095
10/28/2023,1402-08-06,1994970,1951210,1994970,1951217,6641177973
10/29/2023,1402-08-07,1961310,1950310,1950310,1961311,4060283054
10/30/2023,1402-08-08,1981570,1962240,1962240,1981414,4046970679
10/31/2023,1402-08-09,1985250,1981200,1981900,1981205,3783263794
11/1/2023,1402-08-10,1979780,1967730,1979780,1970520,4538670855
11/4/2023,1402-08-13,1999200,1975900,1975900,1999208,4956578016
11/5/2023,1402-08-14,2016740,2000250,2000250,2016735,4705107827
11/6/2023,1402-08-15,2030870,2017290,2017290,2030872,4843982685
11/7/2023,1402-08-16,2052690,2031820,2031820,2052696,7572465211
11/8/2023,1402-08-17,2056040,2053920,2053920,2055945,4501567800
11/11/2023,1402-08-20,2058760,2054300,2056160,2054483,4553436896
11/12/2023,1402-08-21,2054640,2052560,2054500,2053633,4494006841
11/13/2023,1402-08-22,2058330,2054060,2054060,2055960,4689052339
11/14/2023,1402-08-23,2055840,2046060,2055840,2046067,4151709828
11/15/2023,1402-08-24,2045780,2038870,2045710,2038883,4124806884
11/18/2023,1402-08-27,2038810,2028560,2038810,2028579,3697269814
11/19/2023,1402-08-28,2031130,2026230,2028820,2026242,3894273167
11/20/2023,1402-08-29,2026250,2017910,2026250,2018008,3941809771
11/21/2023,1402-08-30,2020150,2018010,2018220,2020154,3760732857
11/22/2023,1402-09-01,2023970,2020700,2020700,2022332,4067774577
11/25/2023,1402-09-04,2023330,2019980,2022950,2019988,3942414609
11/26/2023,1402-09-05,2024470,2020990,2020990,2024448,4681535057
11/27/2023,1402-09-06,2027860,2025370,2025370,2026075,4196084294
11/28/2023,1402-09-07,2031900,2026220,2026470,2031880,4365928914
11/29/2023,1402-09-08,2060370,2034320,2034320,2060345,6701033484
12/2/2023,1402-09-11,2088070,2064230,2064230,2087696,6983363375
12/3/2023,1402-09-12,2121190,2087850,2088220,2121199,10104970668
12/4/2023,1402-09-13,2165460,2142270,2142270,2165228,9624103285
12/5/2023,1402-09-14,2177240,2165190,2165190,2176504,8816185402
12/6/2023,1402-09-15,2177470,2171020,2177470,2171023,5585574048
12/9/2023,1402-09-18,2171490,2160960,2171230,2160965,5637847919
